data,time,deviceNum
667,106061,1
10339,106034,2
12884,105901,4
17765,208652,3
136,106053,4
171,106133,4
6,106263,4
13,106482,4
139,209268,3
8317,106580,4
153,106652,4
30,106818,2
1714,106725,4
1858,106810,4
87,106904,4
2461,106997,4
12,107088,4
107,209883,3
89,107180,4
28,209950,3
90,210034,3
488,107303,4
98,210155,3
451,107488,4
57,210515,3
7,210660,3
