data,time,deviceNum
1321,66821,1
11110,66765,4
21160,23049,3
1642,67322,4
2208,23637,3
373,67403,4
17,67477,4
707,67567,4
54,67672,2
129,24310,3
739,24397,3
88,24531,3
3,68942,2
12,70128,2
53,70560,2
20,70674,2
3,70893,2
51,71077,2
22,71297,2
31283,71410,2
49,71522,2
1,71638,2
17,71747,2
1,71860,2
34,71973,2
53,72192,2
9,72301,2
220,72409,2
52,72640,2
