data,time,deviceNum
85,468763,3
23,366027,4
1100,366200,1
214,366207,4
1788,366299,4
29,366459,2
2090,366390,4
1840,366479,4
2197,366562,4
7,366762,1
1517,366662,4
2430,366752,4
1540,366987,4
938,367069,4
1166,367148,4
2,469974,3
1784,367246,4
1208,367339,4
1416,367428,4
2690,367519,4
1652,367605,4
3229,367697,4
3319,367787,4
4356,367883,4
5890,368059,4
7793,368148,4
8513,368249,4
5475,368333,4
27127,368444,4
21317,368537,4
15931,368660,4
16932,368777,4
