data,time,deviceNum
1,428349,1
256,530921,3
124,428198,4
670,428270,4
23,531020,3
71,531118,3
114,428420,4
184,428539,4
33,531412,3
8658,428872,4
3408,531620,3
1338,429012,4
20,429095,4
162,429183,4
4,429299,4
180,429385,4
