data,time,deviceNum
38,401167,1
471,503738,3
374,401136,2
1780,401010,4
67,401101,4
1241,401172,4
1560,401258,4
1687,401348,4
859,401419,4
1948,401502,4
3679,401579,4
81,401784,1
982,401651,4
50109,401790,2
79,401730,4
1428,401989,1
2020,402257,1
735,402358,1
1507,402454,1
1606,402553,1
2040,402634,1
2211,402721,1
13289,402956,1
