data,time,deviceNum
221,573681,3
6889,471116,1
2469,470940,4
152,471233,1
131,574570,3
52,472014,1
12,472083,1
716,574673,3
55,472162,1
125,472237,1
1122,574832,3
1007,574950,3
558,575030,3
33,472504,1
1407,575187,3
3,472695,1
866,575308,3
723,575428,3
518,575507,3
318,575671,3
67,575794,3
594,575963,3
1037,576063,3
604,576251,3
