data,time,deviceNum
169,503756,1
1362,606343,3
2734,503601,4
109,503701,4
249,503814,4
186,504152,4
1103,606899,3
54,504328,1
1,504246,4
112,607192,3
442,607508,3
21,504770,4
258,607576,3
60,504846,4
144,607658,3
10,607762,3
24,505019,4
1,505539,2
113,608196,3
43,608487,3
