data, time, deviceNum
0,1639080348.271768,1
0,1639080348.2718186,1
0,1639080348.2718694,1
0,1639080348.2719207,1
0,1639080348.2719717,1
0,1639080348.2720225,1
0,1639080348.2720735,1
0,1639080348.2721236,1
0,1639080348.2721796,1
0,1639080348.2722309,1
0,1639080348.2722814,1
0,1639080348.2723322,1
0,1639080348.2723832,1
0,1639080348.2724338,1
0,1639080348.2724843,1
0,1639080348.2725344,1
0,1639080348.272585,1
0,1639080348.2726355,1
0,1639080348.272686,1
0,1639080348.272736,1
0,1639080348.2727861,1
0,1639080348.2728364,1
0,1639080348.2728863,1
0,1639080348.2729363,1
0,1639080348.2729871,1
0,1639080348.2730377,1
0,1639080348.273088,1
0,1639080348.2731385,1
0,1639080348.2731886,1
0,1639080348.2732382,1
0,1639080348.2732885,1
0,1639080348.2733388,1
0,1639080348.2733905,1
0,1639080348.2734413,1
0,1639080348.2734916,1
0,1639080348.2735426,1
0,1639080348.2735934,1
0,1639080348.2736435,1
0,1639080348.2736938,1
0,1639080348.2737446,1
0,1639080348.2737954,1
0,1639080348.2738457,1
0,1639080348.273896,1
0,1639080348.273946,1
0,1639080348.2739964,1
0,1639080348.2740467,1
0,1639080348.2740967,1
0,1639080348.2741473,1
0,1639080348.274198,1
0,1639080348.2742484,1
0,1639080348.2742982,1
0,1639080348.2743487,1
0,1639080348.2743993,1
0,1639080348.274489,1
0,1639080348.2745402,1
0,1639080348.2745905,1
0,1639080348.2746406,1
0,1639080348.2746909,1
0,1639080348.2747414,1
0,1639080348.2747922,1
0,1639080348.2748446,1
0,1639080348.2748952,1
0,1639080348.2749453,1
0,1639080348.2749963,1
0,1639080348.275047,1
0,1639080348.2750974,1
0,1639080348.2751474,1
0,1639080348.275198,1
0,1639080348.2752483,1
0,1639080348.275299,1
0,1639080348.2753487,1
0,1639080348.2753992,1
0,1639080348.2754502,1
0,1639080348.2755003,1
0,1639080348.2755506,1
0,1639080348.2756014,1
0,1639080348.2756524,1
0,1639080348.2757027,1
0,1639080348.2757533,1
0,1639080348.2758155,1
0,1639080348.275867,1
0,1639080348.2759178,1
0,1639080348.275968,1
0,1639080348.2760181,1
0,1639080348.276069,1
0,1639080348.2761188,1
0,1639080348.2761693,1
0,1639080348.2762194,1
0,1639080348.2762692,1
0,1639080348.27632,1
0,1639080348.2763698,1
0,1639080348.2764206,1
0,1639080348.2764728,1
0,1639080348.2765238,1
0,1639080348.2765741,1
0,1639080348.2766247,1
0,1639080348.2766752,1
0,1639080348.2767262,1
0,1639080348.2767773,1
0,1639080348.2768273,1
0,1639080348.276878,1
0,1639080348.2769282,1
0,1639080348.2769787,1
0,1639080348.277029,1
0,1639080348.2770796,1
0,1639080348.2771297,1
0,1639080348.27718,1
0,1639080348.2772303,1
0,1639080348.2772808,1
0,1639080348.277331,1
0,1639080348.2773812,1
0,1639080348.2774315,1
0,1639080348.2774823,1
0,1639080348.277532,1
0,1639080348.277582,1
0,1639080348.2776318,1
0,1639080348.2776828,1
0,1639080348.2777696,1
0,1639080348.2778206,1
0,1639080348.2778711,1
0,1639080348.2779205,1
0,1639080348.277971,1
0,1639080348.278021,1
0,1639080348.2780719,1
0,1639080348.2781222,1
0,1639080348.2781725,1
0,1639080348.2782228,1
0,1639080348.278273,1
0,1639080348.278325,1
0,1639080348.2783751,1
0,1639080348.2784255,1
0,1639080348.278476,1
0,1639080348.278526,1
0,1639080348.278576,1
0,1639080348.2786262,1
0,1639080348.278677,1
0,1639080348.2787275,1
0,1639080348.278778,1
0,1639080348.2788281,1
0,1639080348.2788787,1
0,1639080348.2789295,1
0,1639080348.2789803,1
0,1639080348.2790303,1
0,1639080348.2790804,1
0,1639080348.279131,1
0,1639080348.2791812,1
0,1639080348.2792315,1
0,1639080348.2792823,1
0,1639080348.2793329,1
0,1639080348.2793837,1
0,1639080348.279434,1
0,1639080348.2794845,1
0,1639080348.279535,1
0,1639080348.2795854,1
0,1639080348.2796354,1
0,1639080348.279686,1
0,1639080348.2797363,1
0,1639080348.2797866,1
0,1639080348.279837,1
0,1639080348.2798872,1
0,1639080348.2799375,1
0,1639080348.2799878,1
0,1639080348.2800384,1
0,1639080348.280097,1
0,1639080348.280148,1
0,1639080348.2801986,1
0,1639080348.2802494,1
0,1639080348.2802994,1
0,1639080348.2803516,1
0,1639080348.2804024,1
0,1639080348.2804523,1
0,1639080348.280503,1
0,1639080348.280553,1
0,1639080348.2806034,1
0,1639080348.2806535,1
0,1639080348.2807043,1
0,1639080348.2807548,1
0,1639080348.2808053,1
0,1639080348.2808557,1
0,1639080348.280906,1
0,1639080348.2809565,1
0,1639080348.281043,1
0,1639080348.2810938,1
0,1639080348.281144,1
0,1639080348.2811937,1
0,1639080348.2812436,1
0,1639080348.281294,1
0,1639080348.2813444,1
0,1639080348.2813952,1
0,1639080348.2814453,1
0,1639080348.2814956,1
0,1639080348.2815466,1
0,1639080348.281645,1
0,1639080348.2816978,1
0,1639080348.2817485,1
0,1639080348.281799,1
0,1639080348.2818496,1
0,1639080348.2819004,1
0,1639080348.2819512,1
0,1639080348.2820015,1
0,1639080348.2820513,1
0,1639080348.2821019,1
0,1639080348.2821522,1
0,1639080348.2822027,1
0,1639080348.282253,1
0,1639080348.2823033,1
0,1639080348.2823539,1
0,1639080348.2824047,1
0,1639080348.2824552,1
0,1639080348.282506,1
0,1639080348.2825568,1
0,1639080348.2826073,1
0,1639080348.2826607,1
0,1639080348.2827115,1
0,1639080348.282762,1
0,1639080348.2828126,1
0,1639080348.2828631,1
0,1639080348.2829137,1
0,1639080348.282964,1
0,1639080348.283014,1
0,1639080348.2832675,1
0,1639080348.2833207,1
0,1639080348.2833717,1
0,1639080348.2834232,1
0,1639080348.2834742,1
0,1639080348.2835248,1
0,1639080348.2835755,1
0,1639080348.2836268,1
0,1639080348.2836773,1
0,1639080348.2837286,1
0,1639080348.283779,1
0,1639080348.283829,1
0,1639080348.2838798,1
0,1639080348.28393,1
0,1639080348.2839804,1
0,1639080348.2840307,1
0,1639080348.284081,1
0,1639080348.2841318,1
0,1639080348.2841823,1
0,1639080348.2842329,1
0,1639080348.2842834,1
0,1639080348.2843335,1
0,1639080348.284384,1
0,1639080348.284434,1
0,1639080348.2844846,1
0,1639080348.2845354,1
0,1639080348.2846386,1
0,1639080348.284691,1
0,1639080348.2847414,1
0,1639080348.2847915,1
0,1639080348.2848418,1
0,1639080348.284892,1
0,1639080348.2849424,1
0,1639080348.284994,1
0,1639080348.2850435,1
0,1639080348.2850947,1
0,1639080348.285145,1
0,1639080348.285196,1
0,1639080348.2852461,1
0,1639080348.2852967,1
0,1639080348.2853472,1
0,1639080348.2853985,1
0,1639080348.285449,1
0,1639080348.285499,1
0,1639080348.2855492,1
0,1639080348.2855992,1
0,1639080348.285649,1
0,1639080348.2856996,1
0,1639080348.2857504,1
0,1639080348.2858012,1
0,1639080348.2858517,1
0,1639080348.2859027,1
0,1639080348.2859538,1
0,1639080348.2860053,1
0,1639080348.2860556,1
0,1639080348.286106,1
0,1639080348.2861567,1
0,1639080348.286207,1
0,1639080348.2862573,1
0,1639080348.2863078,1
0,1639080348.2863586,1
0,1639080348.2864084,1
0,1639080348.286458,1
0,1639080348.2865083,1
0,1639080348.2865586,1
0,1639080348.2866106,1
0,1639080348.2866611,1
0,1639080348.2867115,1
0,1639080348.2867625,1
0,1639080348.2868133,1
0,1639080348.286863,1
0,1639080348.286913,1
0,1639080348.2869635,1
0,1639080348.2870142,1
0,1639080348.2870643,1
0,1639080348.2871149,1
0,1639080348.2871652,1
0,1639080348.2872162,1
0,1639080348.2872667,1
0,1639080348.287317,1
0,1639080348.2873673,1
0,1639080348.2874177,1
0,1639080348.2874682,1
0,1639080348.2875187,1
0,1639080348.2875695,1
0,1639080348.28762,1
0,1639080348.28767,1
0,1639080348.28772,1
0,1639080348.28777,1
0,1639080348.2878203,1
0,1639080348.287908,1
0,1639080348.2879589,1
0,1639080348.2880085,1
0,1639080348.2880602,1
0,1639080348.2881122,1
0,1639080348.2881627,1
0,1639080348.2882133,1
0,1639080348.2882643,1
0,1639080348.288315,1
0,1639080348.2883654,1
0,1639080348.2884154,1
0,1639080348.2884665,1
0,1639080348.2885165,1
0,1639080348.288567,1
0,1639080348.2886176,1
0,1639080348.2886686,1
0,1639080348.2887182,1
0,1639080348.2887685,1
0,1639080348.2888193,1
0,1639080348.2888706,1
0,1639080348.2889209,1
0,1639080348.2889712,1
0,1639080348.289022,1
0,1639080348.2890723,1
0,1639080348.289122,1
0,1639080348.2891722,1
0,1639080348.2892225,1
0,1639080348.289273,1
0,1639080348.289323,1
0,1639080348.289373,1
0,1639080348.2894235,1
0,1639080348.2894738,1
0,1639080348.2895243,1
0,1639080348.2895744,1
0,1639080348.2896247,1
0,1639080348.289675,1
0,1639080348.2897243,1
0,1639080348.2897756,1
0,1639080348.2898262,1
0,1639080348.289882,1
0,1639080348.2899323,1
0,1639080348.2899828,1
0,1639080348.2900333,1
0,1639080348.290084,1
0,1639080348.2901344,1
0,1639080348.2901855,1
0,1639080348.2902362,1
0,1639080348.2902868,1
0,1639080348.2903368,1
0,1639080348.2903872,1
0,1639080348.2904375,1
0,1639080348.2904878,1
0,1639080348.2905378,1
0,1639080348.2905881,1
0,1639080348.2906387,1
0,1639080348.2906885,1
0,1639080348.290739,1
0,1639080348.2907896,1
0,1639080348.2908401,1
0,1639080348.2908936,1
0,1639080348.2909443,1
0,1639080348.2909946,1
0,1639080348.2910454,1
0,1639080348.291096,1
0,1639080348.2911797,1
0,1639080348.2912304,1
0,1639080348.2912803,1
0,1639080348.29133,1
0,1639080348.29138,1
0,1639080348.2914305,1
0,1639080348.2914808,1
0,1639080348.291531,1
0,1639080348.291618,1
0,1639080348.2916708,1
0,1639080348.291722,1
0,1639080348.2917724,1
0,1639080348.2918227,1
0,1639080348.2918732,1
0,1639080348.2919238,1
0,1639080348.2919743,1
0,1639080348.2920244,1
0,1639080348.292075,1
0,1639080348.2921252,1
0,1639080348.2921789,1
0,1639080348.29223,1
0,1639080348.2922797,1
0,1639080348.2923303,1
0,1639080348.2923808,1
0,1639080348.2924314,1
0,1639080348.2924824,1
0,1639080348.2925324,1
0,1639080348.292583,1
0,1639080348.292633,1
0,1639080348.2926831,1
0,1639080348.2927334,1
0,1639080348.2927842,1
0,1639080348.2928348,1
0,1639080348.2928853,1
0,1639080348.292936,1
0,1639080348.2929862,1
0,1639080348.2930365,1
0,1639080348.2930868,1
0,1639080348.2931368,1
0,1639080348.2931871,1
0,1639080348.2932372,1
0,1639080348.2932875,1
0,1639080348.2933378,1
0,1639080348.2933884,1
0,1639080348.2934382,1
0,1639080348.2934878,1
0,1639080348.2935388,1
0,1639080348.293591,1
0,1639080348.2936416,1
0,1639080348.2936914,1
0,1639080348.2937415,1
0,1639080348.2937922,1
0,1639080348.2938423,1
0,1639080348.2938929,1
0,1639080348.2939434,1
0,1639080348.2939935,1
0,1639080348.294044,1
0,1639080348.2940931,1
0,1639080348.2941434,1
0,1639080348.2941937,1
0,1639080348.2942438,1
0,1639080348.2942946,1
0,1639080348.2943451,1
0,1639080348.294396,1
0,1639080348.2944872,1
0,1639080348.2945395,1
0,1639080348.2945898,1
0,1639080348.2946393,1
0,1639080348.2946904,1
0,1639080348.2947419,1
0,1639080348.2947924,1
0,1639080348.294843,1
0,1639080348.2948933,1
0,1639080348.2949438,1
0,1639080348.2949944,1
0,1639080348.2950444,1
0,1639080348.295095,1
0,1639080348.2951458,1
0,1639080348.2951965,1
0,1639080348.2952483,1
0,1639080348.2952988,1
0,1639080348.2953494,1
0,1639080348.2953997,1
0,1639080348.2954504,1
0,1639080348.2955008,1
0,1639080348.295551,1
0,1639080348.2956011,1
0,1639080348.2956514,1
0,1639080348.2957015,1
0,1639080348.295752,1
0,1639080348.2958024,1
0,1639080348.2958527,1
0,1639080348.295903,1
0,1639080348.295953,1
0,1639080348.2960033,1
0,1639080348.2960544,1
0,1639080348.2961044,1
0,1639080348.2961555,1
0,1639080348.2962062,1
0,1639080348.2962568,1
0,1639080348.2963066,1
0,1639080348.2963574,1
0,1639080348.2964072,1
0,1639080348.2964578,1
0,1639080348.296508,1
0,1639080348.2965584,1
0,1639080348.2966084,1
0,1639080348.2966583,1
0,1639080348.296708,1
0,1639080348.2967582,1
0,1639080348.2968082,1
0,1639080348.2968583,1
0,1639080348.2969086,1
0,1639080348.2969582,1
0,1639080348.297008,1
0,1639080348.29706,1
0,1639080348.29711,1
0,1639080348.2971601,1
0,1639080348.297211,1
0,1639080348.297261,1
0,1639080348.2973115,1
0,1639080348.2973623,1
0,1639080348.2974124,1
0,1639080348.2974627,1
0,1639080348.2975132,1
0,1639080348.2975633,1
0,1639080348.2976134,1
0,1639080348.2976635,1
0,1639080348.297714,1
0,1639080348.2977636,1
0,1639080348.2978141,1
0,1639080348.2978642,1
0,1639080348.297914,1
0,1639080348.2979643,1
0,1639080348.2980144,1
0,1639080348.2980647,1
0,1639080348.298115,1
0,1639080348.2981653,1
0,1639080348.2982154,1
0,1639080348.298266,1
0,1639080348.2983155,1
0,1639080348.2983654,1
0,1639080348.2984161,1
0,1639080348.2984664,1
0,1639080348.298517,1
0,1639080348.2985675,1
0,1639080348.2986174,1
0,1639080348.2986677,1
0,1639080348.298718,1
0,1639080348.2987683,1
0,1639080348.2988188,1
0,1639080348.298869,1
0,1639080348.298919,1
0,1639080348.298969,1
0,1639080348.299019,1
0,1639080348.2990727,1
0,1639080348.299122,1
0,1639080348.2991729,1
0,1639080348.299224,1
0,1639080348.2992735,1
0,1639080348.2993245,1
0,1639080348.299375,1
0,1639080348.2994254,1
0,1639080348.2994752,1
0,1639080348.2995257,1
0,1639080348.2995753,1
0,1639080348.2996259,1
0,1639080348.299677,1
0,1639080348.2997265,1
0,1639080348.299777,1
0,1639080348.2998269,1
0,1639080348.2998774,1
0,1639080348.2999275,1
0,1639080348.2999778,1
0,1639080348.3000283,1
0,1639080348.3000784,1
0,1639080348.3001287,1
0,1639080348.3001785,1
0,1639080348.3002288,1
0,1639080348.3002794,1
0,1639080348.3003294,1
0,1639080348.3003802,1
0,1639080348.3004303,1
0,1639080348.300481,1
0,1639080348.3005311,1
0,1639080348.3005817,1
0,1639080348.3006318,1
0,1639080348.3006825,1
0,1639080348.3007326,1
0,1639080348.3007832,1
0,1639080348.3008335,1
0,1639080348.300884,1
0,1639080348.3009338,1
0,1639080348.3009844,1
0,1639080348.3010345,1
0,1639080348.301085,1
0,1639080348.3011348,1
0,1639080348.3011851,1
0,1639080348.3012352,1
0,1639080348.3012872,1
0,1639080348.3013372,1
0,1639080348.3013878,1
0,1639080348.3014379,1
0,1639080348.3014884,1
0,1639080348.3015382,1
0,1639080348.3016167,1
0,1639080348.3016686,1
0,1639080348.3018956,1
0,1639080348.3019493,1
0,1639080348.3020005,1
0,1639080348.3020515,1
0,1639080348.3021026,1
0,1639080348.3021526,1
0,1639080348.3022034,1
0,1639080348.3022535,1
0,1639080348.302304,1
0,1639080348.3023546,1
0,1639080348.3024056,1
0,1639080348.3024564,1
0,1639080348.3025064,1
0,1639080348.3025565,1
0,1639080348.302607,1
0,1639080348.3026574,1
0,1639080348.3027072,1
0,1639080348.3027573,1
0,1639080348.3028078,1
0,1639080348.3028588,1
0,1639080348.3029091,1
0,1639080348.3029597,1
0,1639080348.30301,1
0,1639080348.3030605,1
0,1639080348.303111,1
0,1639080348.303162,1
0,1639080348.3032124,1
0,1639080348.3032622,1
0,1639080348.3033123,1
0,1639080348.303363,1
0,1639080348.303413,1
0,1639080348.3034635,1
0,1639080348.3035138,1
0,1639080348.303565,1
0,1639080348.3036144,1
0,1639080348.303665,1
0,1639080348.3037152,1
0,1639080348.3037655,1
0,1639080348.3038151,1
0,1639080348.3038657,1
0,1639080348.303916,1
0,1639080348.303967,1
0,1639080348.304017,1
0,1639080348.3040671,1
0,1639080348.3041174,1
0,1639080348.3041675,1
0,1639080348.304217,1
0,1639080348.304267,1
0,1639080348.3043172,1
0,1639080348.3043675,1
0,1639080348.304418,1
0,1639080348.3044686,1
0,1639080348.3045194,1
0,1639080348.3045707,1
0,1639080348.3046212,1
0,1639080348.3046713,1
0,1639080348.304721,1
0,1639080348.3047714,1
0,1639080348.3048222,1
0,1639080348.3048728,1
0,1639080348.304923,1
0,1639080348.3049734,1
0,1639080348.3050234,1
0,1639080348.3050735,1
0,1639080348.3051233,1
0,1639080348.3051746,1
0,1639080348.3052254,1
0,1639080348.3052757,1
0,1639080348.3053257,1
0,1639080348.305376,1
0,1639080348.3054266,1
0,1639080348.305477,1
0,1639080348.305528,1
0,1639080348.3055782,1
0,1639080348.305629,1
0,1639080348.3056793,1
0,1639080348.3057296,1
0,1639080348.3057804,1
0,1639080348.3058312,1
0,1639080348.3058815,1
0,1639080348.3059325,1
0,1639080348.3059828,1
0,1639080348.3060336,1
0,1639080348.3060846,1
0,1639080348.3061347,1
0,1639080348.306185,1
0,1639080348.3062353,1
0,1639080348.306286,1
0,1639080348.306336,1
0,1639080348.306386,1
0,1639080348.3064358,1
0,1639080348.3064861,1
0,1639080348.3065362,1
0,1639080348.306588,1
0,1639080348.3066382,1
0,1639080348.306688,1
0,1639080348.3067381,1
0,1639080348.3067884,1
0,1639080348.306839,1
0,1639080348.3068883,1
0,1639080348.3069391,1
0,1639080348.3069892,1
0,1639080348.3070397,1
0,1639080348.3070898,1
0,1639080348.3071404,1
0,1639080348.307191,1
0,1639080348.3072412,1
0,1639080348.3072917,1
0,1639080348.307342,1
0,1639080348.3073938,1
0,1639080348.3074443,1
0,1639080348.3074946,1
0,1639080348.3075454,1
0,1639080348.3075953,1
0,1639080348.3076453,1
0,1639080348.3076963,1
0,1639080348.3077466,1
0,1639080348.3077965,1
0,1639080348.3078465,1
0,1639080348.3078969,1
0,1639080348.3079472,1
0,1639080348.3079975,1
0,1639080348.3080475,1
0,1639080348.308098,1
0,1639080348.308148,1
0,1639080348.308198,1
0,1639080348.308248,1
0,1639080348.3082979,1
0,1639080348.308348,1
0,1639080348.3084006,1
0,1639080348.3084512,1
0,1639080348.308502,1
0,1639080348.3085523,1
0,1639080348.3086023,1
0,1639080348.3086526,1
0,1639080348.3087034,1
0,1639080348.3087544,1
0,1639080348.3088055,1
0,1639080348.3088553,1
0,1639080348.3089058,1
0,1639080348.3089554,1
0,1639080348.3090053,1
0,1639080348.3090558,1
0,1639080348.3091066,1
0,1639080348.3091571,1
0,1639080348.3092072,1
0,1639080348.3092573,1
0,1639080348.3093073,1
0,1639080348.309358,1
0,1639080348.3094096,1
0,1639080348.3094606,1
0,1639080348.3095112,1
0,1639080348.3095615,1
0,1639080348.309612,1
0,1639080348.309662,1
0,1639080348.3097122,1
0,1639080348.3097625,1
0,1639080348.3098133,1
0,1639080348.3098633,1
0,1639080348.3099132,1
0,1639080348.3099635,1
0,1639080348.3100142,1
0,1639080348.3100643,1
0,1639080348.3101144,1
0,1639080348.3101645,1
0,1639080348.3102152,1
0,1639080348.310265,1
0,1639080348.310315,1
0,1639080348.3103652,1
0,1639080348.310415,1
0,1639080348.3104653,1
0,1639080348.3105154,1
0,1639080348.3105655,1
0,1639080348.310617,1
0,1639080348.3106673,1
0,1639080348.3107173,1
0,1639080348.3107672,1
0,1639080348.3108172,1
0,1639080348.3108675,1
0,1639080348.3109174,1
0,1639080348.310968,1
0,1639080348.3110175,1
0,1639080348.3110673,1
0,1639080348.3111176,1
0,1639080348.311168,1
0,1639080348.3112183,1
0,1639080348.3112688,1
0,1639080348.3113194,1
0,1639080348.3113694,1
0,1639080348.31142,1
0,1639080348.3114693,1
0,1639080348.3115194,1
0,1639080348.3115697,1
0,1639080348.3116524,1
0,1639080348.311704,1
0,1639080348.311754,1
0,1639080348.3118038,1
0,1639080348.3118546,1
0,1639080348.311905,1
0,1639080348.3119555,1
0,1639080348.3120055,1
0,1639080348.3120584,1
0,1639080348.3121085,1
0,1639080348.312159,1
0,1639080348.3122094,1
0,1639080348.31226,1
0,1639080348.3123093,1
0,1639080348.312359,1
0,1639080348.3124092,1
0,1639080348.3124597,1
0,1639080348.3125103,1
0,1639080348.3125603,1
0,1639080348.3126106,1
0,1639080348.312661,1
0,1639080348.3127115,1
0,1639080348.3127613,1
0,1639080348.3128114,1
0,1639080348.3128617,1
0,1639080348.312912,1
0,1639080348.3129623,1
0,1639080348.3130128,1
0,1639080348.3130634,1
0,1639080348.313114,1
0,1639080348.3131638,1
0,1639080348.3132145,1
0,1639080348.313265,1
0,1639080348.3133154,1
0,1639080348.313366,1
0,1639080348.3134165,1
0,1639080348.3134665,1
0,1639080348.313517,1
0,1639080348.3135674,1
0,1639080348.313618,1
0,1639080348.313669,1
0,1639080348.3137193,1
0,1639080348.3137698,1
0,1639080348.3138204,1
0,1639080348.3138707,1
0,1639080348.3139212,1
0,1639080348.313972,1
0,1639080348.3140218,1
0,1639080348.3140726,1
0,1639080348.314123,1
0,1639080348.3141735,1
0,1639080348.3142233,1
0,1639080348.314274,1
0,1639080348.3143241,1
0,1639080348.3143747,1
0,1639080348.314425,1
0,1639080348.314476,1
0,1639080348.3145258,1
0,1639080348.3145764,1
0,1639080348.3146265,1
0,1639080348.314677,1
0,1639080348.3147268,1
0,1639080348.3147776,1
0,1639080348.314828,1
0,1639080348.314878,1
0,1639080348.314928,1
0,1639080348.3149784,1
0,1639080348.3150287,1
0,1639080348.3150795,1
0,1639080348.3151298,1
0,1639080348.31518,1
0,1639080348.3152301,1
0,1639080348.3152804,1
0,1639080348.3153305,1
0,1639080348.3153806,1
0,1639080348.3154304,1
0,1639080348.3154817,1
0,1639080348.3155322,1
0,1639080348.315583,1
0,1639080348.315633,1
0,1639080348.3156826,1
0,1639080348.3157322,1
0,1639080348.315782,1
0,1639080348.3158324,1
0,1639080348.3158824,1
0,1639080348.3159325,1
0,1639080348.3159823,1
0,1639080348.3160331,1
0,1639080348.3160832,1
0,1639080348.316133,1
0,1639080348.3161833,1
0,1639080348.3162332,1
0,1639080348.316284,1
0,1639080348.3163342,1
0,1639080348.3163846,1
0,1639080348.3164344,1
0,1639080348.3164847,1
0,1639080348.3165352,1
0,1639080348.3165853,1
0,1639080348.3166354,1
0,1639080348.3166862,1
0,1639080348.3167365,1
0,1639080348.3167865,1
0,1639080348.3168368,1
0,1639080348.3168874,1
0,1639080348.3169377,1
0,1639080348.316988,1
0,1639080348.3170383,1
0,1639080348.3170888,1
0,1639080348.317139,1
0,1639080348.31719,1
0,1639080348.31724,1
0,1639080348.3172903,1
0,1639080348.3173401,1
0,1639080348.317391,1
0,1639080348.3174415,1
0,1639080348.317493,1
0,1639080348.3175435,1
0,1639080348.317594,1
0,1639080348.3176441,1
0,1639080348.3176947,1
0,1639080348.317745,1
0,1639080348.3177953,1
0,1639080348.317846,1
0,1639080348.3178961,1
0,1639080348.3179467,1
0,1639080348.317997,1
0,1639080348.3180473,1
0,1639080348.3180976,1
0,1639080348.3181484,1
0,1639080348.3181984,1
0,1639080348.318249,1
0,1639080348.318299,1
0,1639080348.3183494,1
0,1639080348.3183992,1
0,1639080348.3184495,1
0,1639080348.3184998,1
0,1639080348.318551,1
0,1639080348.3186014,1
0,1639080348.3186522,1
0,1639080348.3187032,1
0,1639080348.3187535,1
0,1639080348.3188035,1
0,1639080348.3188534,1
0,1639080348.3189042,1
0,1639080348.3189545,1
0,1639080348.319005,1
0,1639080348.3190548,1
0,1639080348.3191054,1
0,1639080348.3191555,1
0,1639080348.3192062,1
0,1639080348.3192563,1
0,1639080348.3193069,1
0,1639080348.3193572,1
0,1639080348.319408,1
0,1639080348.3194585,1
0,1639080348.3195088,1
0,1639080348.3195589,1
0,1639080348.3196092,1
0,1639080348.3196595,1
0,1639080348.3197112,1
0,1639080348.3197615,1
0,1639080348.319812,1
0,1639080348.3198624,1
0,1639080348.3199127,1
0,1639080348.319963,1
0,1639080348.320013,1
0,1639080348.320063,1
0,1639080348.3202593,1
0,1639080348.320312,1
0,1639080348.3203633,1
0,1639080348.3204148,1
0,1639080348.3204653,1
0,1639080348.3205159,1
0,1639080348.320567,1
0,1639080348.320617,1
0,1639080348.3206677,1
0,1639080348.3207185,1
0,1639080348.320769,1
0,1639080348.3208191,1
0,1639080348.3208704,1
